icd_code;disease_type_pl;disease_type_en;icd_disease_details;disease_pl_details;disease_en_details
E76;Zaburzenia przemian glikozaminoglikanów;Disorders of glycosaminoglycan metabolism;E76.9;Zaburzenia przemian glikozaminoglikanów, nieokreślone;Disorder of glucosaminoglycan metabolism, unspecified
E77;Zaburzenia przemian glikoprotein;Disorders of glycoprotein metabolism;E77.0;Zaburzenia post-translacyjnej modyfikacji enzymów lizosomalnych;Defects in post-translational modification of lysosomal enzymes
E77;Zaburzenia przemian glikoprotein;Disorders of glycoprotein metabolism;E77.0;Zaburzenia post-translacyjnej modyfikacji enzymów lizosomalnych;
E77;Zaburzenia przemian glikoprotein;Disorders of glycoprotein metabolism;E77.0;Zaburzenia post-translacyjnej modyfikacji enzymów lizosomalnych;
E77;Zaburzenia przemian glikoprotein;Disorders of glycoprotein metabolism;E77.1;Zaburzenia rozkładu glikoprotein;Defects in glycoprotein degradation
E77;Zaburzenia przemian glikoprotein;Disorders of glycoprotein metabolism;E77.1;Zaburzenia rozkładu glikoprotein;
E77;Zaburzenia przemian glikoprotein;Disorders of glycoprotein metabolism;E77.1;Zaburzenia rozkładu glikoprotein;
E77;Zaburzenia przemian glikoprotein;Disorders of glycoprotein metabolism;E77.1;Zaburzenia rozkładu glikoprotein;
E77;Zaburzenia przemian glikoprotein;Disorders of glycoprotein metabolism;E77.1;Zaburzenia rozkładu glikoprotein;
E77;Zaburzenia przemian glikoprotein;Disorders of glycoprotein metabolism;E77.8;Inne zaburzenia przemian glikoprotein;Other disorders of glycoprotein metabolism
E77;Zaburzenia przemian glikoprotein;Disorders of glycoprotein metabolism;E77.9;Zaburzenia przemian glikoprotein, nieokreślone;Disorder of glycoprotein metabolism, unspecified
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.0;Czysta hipercholesterolemia;Pure hypercholesterolaemia
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.0;Czysta hipercholesterolemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.0;Czysta hipercholesterolemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.0;Czysta hipercholesterolemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.0;Czysta hipercholesterolemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.0;Czysta hipercholesterolemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.1;Czysta hiperglicerydemia;Pure hyperglyceridaemia
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.1;Czysta hiperglicerydemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.1;Czysta hiperglicerydemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.1;Czysta hiperglicerydemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.1;Czysta hiperglicerydemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.1;Czysta hiperglicerydemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.2;Hiperlipidemia mieszana;Mixed hyperlipidaemia
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.2;Hiperlipidemia mieszana;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.2;Hiperlipidemia mieszana;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.2;Hiperlipidemia mieszana;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.2;Hiperlipidemia mieszana;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.2;Hiperlipidemia mieszana;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.2;Hiperlipidemia mieszana;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.2;Hiperlipidemia mieszana;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.3;Hiperchylomikronemia;Hyperchylomicronaemia
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.3;Hiperchylomikronemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.3;Hiperchylomikronemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.3;Hiperchylomikronemia;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.4;Inne hiperlipidemie;Other hyperlipidaemia
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.4;Inne hiperlipidemie;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.5;Hiperlipidemia, nieokreślona;Hyperlipidaemia, unspecified
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.6;Niedobór lipoprotein;Lipoprotein deficiency
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.6;Niedobór lipoprotein;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.6;Niedobór lipoprotein;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.6;Niedobór lipoprotein;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.6;Niedobór lipoprotein;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.6;Niedobór lipoprotein;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.6;Niedobór lipoprotein;
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.8;Inne zaburzenia przemian lipoprotein;Other disorders of lipoprotein metabolism
E78;Zaburzenia metabolizmu lipoprotein i inne lipidemie;Disorders of lipoprotein metabolism and other lipidaemias;E78.9;Zaburzenia przemian lipoprotein, nieokreślone;Disorder of lipoprotein metabolism, unspecified
E79;Zaburzenia przemian puryn i pirymidyn;Disorders of purine and pyrimidine metabolism;E79.0;Hiperurykemia bez objawów zapalenia stawów i obecności guzków dnawych;Hyperuricaemia without signs of inflammatory arthritis and tophaceous disease
E79;Zaburzenia przemian puryn i pirymidyn;Disorders of purine and pyrimidine metabolism;E79.0;Hiperurykemia bez objawów zapalenia stawów i obecności guzków dnawych;
E79;Zaburzenia przemian puryn i pirymidyn;Disorders of purine and pyrimidine metabolism;E79.1;Zespół Lescha-Nyhana;Lesch-Nyhan syndrome
E79;Zaburzenia przemian puryn i pirymidyn;Disorders of purine and pyrimidine metabolism;E79.8;Inne zaburzenia przemian puryn i pirymidyn;Other disorders of purine and pyrimidine metabolism
E79;Zaburzenia przemian puryn i pirymidyn;Disorders of purine and pyrimidine metabolism;E79.8;Inne zaburzenia przemian puryn i pirymidyn;
E79;Zaburzenia przemian puryn i pirymidyn;Disorders of purine and pyrimidine metabolism;E79.9;Zaburzenia przemian puryn i pirymidyn, nieokreślone;Disorder of purine and pyrimidine metabolism, unspecified
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.0;Porfiria erytropoetyczna dziedziczna;Hereditary erythropoietic porphyria
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.0;Porfiria erytropoetyczna dziedziczna;
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.0;Porfiria erytropoetyczna dziedziczna;
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.1;Porfiria skórna, późna;Porphyria cutanea tarda
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.2;Inna porfiria;Other porphyria
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.2;Inna porfiria;
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.2;Inna porfiria;
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.2;Inna porfiria;
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.3;Defekty katalazy i peroksydazy;Defects of catalase and peroxidase
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.3;Defekty katalazy i peroksydazy;
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.4;Zespół Gilberta;Gilbert's syndrome
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.5;Zespół Criglera-Najjara;Crigler-Najjar syndrome
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.6;Inne zaburzenia przemian bilirubiny;Other disorders of bilirubin metabolism
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.6;Inne zaburzenia przemian bilirubiny;
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.6;Inne zaburzenia przemian bilirubiny;
E80;Zaburzenia przemian porfiryn i bilirubiny;Disorders of porphyrin and bilirubin metabolism;E80.7;Zaburzenia przemian bilirubiny, nieokreślone;Disorder of bilirubin metabolism, unspecified
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.0;Zaburzenia przemian miedzi;Disorders of copper metabolism
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.0;Zaburzenia przemian miedzi;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.0;Zaburzenia przemian miedzi;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.1;Zaburzenia przemian żelaza;Disorders of iron metabolism
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.1;Zaburzenia przemian żelaza;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.2;Zaburzenia przemian cynku;Disorders of zinc metabolism
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.2;Zaburzenia przemian cynku;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.3;Zaburzenia przemian fosforu;Disorders of phosphorus metabolism
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.3;Zaburzenia przemian fosforu;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.3;Zaburzenia przemian fosforu;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.3;Zaburzenia przemian fosforu;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.3;Zaburzenia przemian fosforu;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.3;Zaburzenia przemian fosforu;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.4;Zaburzenia przemian magnezu;Disorders of magnesium metabolism
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.4;Zaburzenia przemian magnezu;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.4;Zaburzenia przemian magnezu;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.5;Zaburzenia przemian wapnia;Disorders of calcium metabolism
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.5;Zaburzenia przemian wapnia;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.5;Zaburzenia przemian wapnia;
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.8;Inne zaburzenia gospodarki mineralnej;Other disorders of mineral metabolism
E83;Zaburzenia gospodarki mineralnej;Disorders of mineral metabolism;E83.9;Zaburzenia gospodarki mineralnej, nieokreślone;Disorder of mineral metabolism, unspecified
E84;Zwłóknienie wielotorbielowate;Cystic fibrosis;E84.0;Zwłóknienie wielotorbielowate z objawami płucnymi;Cystic fibrosis with pulmonary manifestations
E84;Zwłóknienie wielotorbielowate;Cystic fibrosis;E84.1;Zwłóknienie wielotorbielowate z objawami jelitowymi;Cystic fibrosis with intestinal manifestations
E84;Zwłóknienie wielotorbielowate;Cystic fibrosis;E84.1;Zwłóknienie wielotorbielowate z objawami jelitowymi;
E84;Zwłóknienie wielotorbielowate;Cystic fibrosis;E84.8;Zwłóknienie wielotorbielowate z innymi objawami;Cystic fibrosis with other manifestations
E84;Zwłóknienie wielotorbielowate;Cystic fibrosis;E84.8;Zwłóknienie wielotorbielowate z innymi objawami;
E84;Zwłóknienie wielotorbielowate;Cystic fibrosis;E84.9;Zwłóknienie wielotorbielowate, nieokreślone;Cystic fibrosis, unspecified
E85;Amyloidoza [skrobiawica];Amyloidosis;E85.0;Amyloidoza układowa dziedziczna lub rodzinna, postać nieneuropatyczna;Non-neuropathic heredofamilial amyloidosis
E85;Amyloidoza [skrobiawica];Amyloidosis;E85.0;Amyloidoza układowa dziedziczna lub rodzinna, postać nieneuropatyczna;
E85;Amyloidoza [skrobiawica];Amyloidosis;E85.0;Amyloidoza układowa dziedziczna lub rodzinna, postać nieneuropatyczna;
E85;Amyloidoza [skrobiawica];Amyloidosis;E85.1;Amyloidoza dziedziczna lub rodzinna, postać neuropatyczna;Neuropathic heredofamilial amyloidosis
E85;Amyloidoza [skrobiawica];Amyloidosis;E85.1;Amyloidoza dziedziczna lub rodzinna, postać neuropatyczna;
E85;Amyloidoza [skrobiawica];Amyloidosis;E85.2;Amyloidoza dziedziczna lub rodzinna, nieokreślona;Heredofamilial amyloidosis, unspecified
E85;Amyloidoza [skrobiawica];Amyloidosis;E85.3;Wtórna amyloidoza układowa;Secondary systemic amyloidosis
E85;Amyloidoza [skrobiawica];Amyloidosis;E85.3;Wtórna amyloidoza układowa;
E85;Amyloidoza [skrobiawica];Amyloidosis;E85.4;Amyloidoza ograniczona do określonego narządu;Organ-limited amyloidosis
E85;Amyloidoza [skrobiawica];Amyloidosis;E85.4;Amyloidoza ograniczona do określonego narządu;
E85;Amyloidoza [skrobiawica];Amyloidosis;E85.8;Inne postacie amyloidozy;Other amyloidosis
E85;Amyloidoza [skrobiawica];Amyloidosis;E85.9;Amyloidoza, nieokreślona;Amyloidosis, unspecified
E86;Nadmierna utrata płynów;Volume depletion;;;
E86;Nadmierna utrata płynów;Volume depletion;;;
E86;Nadmierna utrata płynów;Volume depletion;;;
E87;Inne zaburzenia równowagi wodno-elektrolitowej i kwasowo-zasadowej;Other disorders of fluid, electrolyte and acid-base balance;E87.0;Hiperosmolarność i hipernatremia;Hyperosmolality and hypernatraemia
E87;Inne zaburzenia równowagi wodno-elektrolitowej i kwasowo-zasadowej;Other disorders of fluid, electrolyte and acid-base balance;E87.0;Hiperosmolarność i hipernatremia;
E87;Inne zaburzenia równowagi wodno-elektrolitowej i kwasowo-zasadowej;Other disorders of fluid, electrolyte and acid-base balance;E87.0;Hiperosmolarność i hipernatremia;
E87;Inne zaburzenia równowagi wodno-elektrolitowej i kwasowo-zasadowej;Other disorders of fluid, electrolyte and acid-base balance;E87.1;Hipoosmolarność i hiponatremia;Hypo-osmolality and hyponatraemia
E87;Inne zaburzenia równowagi wodno-elektrolitowej i kwasowo-zasadowej;Other disorders of fluid, electrolyte and acid-base balance;E87.1;Hipoosmolarność i hiponatremia;
